arrival_time,service_time,priority
11.960744910874336,0.36408573917166204,0
16.40448074901302,9.948380087145,3
17.934422682647266,6.943907744157212,2
22.217479492200773,3.218733074768284,1
32.564757461003055,3.0929408905789213,1
37.83961444253866,1.7039651286133288,0
43.46498829597523,14.50528170660958,3
44.44199079354856,1.1685835136666733,0
45.5501234951121,2.0953877812257615,0
49.973488127318134,7.284869192403227,2
52.05288286499288,8.560360592882992,3
57.34829750760977,4.650689264218966,1
61.23396505680801,0.14032014472305754,0
85.19722559438702,1.7349062136843187,0
91.47590812883908,29.265196767884632,3
103.10158681320071,12.380528037103712,3
127.42209073193854,5.428867523251896,2
166.715463766138,1.0774805140325865,0
167.44084989257792,1.515178725341415,0
191.342631491854,9.44976647413323,3
196.0741425729507,4.775410769812109,1
197.35902558071035,0.8335913214791002,0
203.34742099020357,12.66858703895307,3
229.2060995863869,1.4414565126428793,0
250.08139976211788,9.892095508502583,3
276.29525290165145,0.24486351324702518,0
287.8865741127703,1.3313301782372684,0
291.3192439757973,10.270178446694118,3
309.15862015881834,2.8118703010753734,1
340.5629999514023,0.7599422254258921,0
351.5425548310131,2.43032697267597,0
363.09153490405316,0.7143580878985486,0
377.06274580434007,11.953805927258369,3
382.0412672180926,0.6923562693601146,0
383.23671678578995,5.993568581062747,2
388.7099578376493,2.2188829765210962,0
392.09693112211806,16.160014716420093,3
394.2238478522715,2.1082743143412044,0
399.2810128990493,2.0883543466069376,0
399.7297353660337,5.599562599235611,2
401.46737128949684,1.2668970034252576,0
435.2612600420688,2.404609366294519,0
437.040789706018,5.917059164310526,2
448.08788110435984,2.675526068995538,1
450.89487400900424,1.7580022772456934,0
455.3353366029527,0.8981629100071311,0
482.76293849792563,5.710180263379085,2
492.1379522525401,6.221003805940038,2
505.5008830371101,4.227619522164459,1
523.6098795268189,0.046070412106701264,0
529.0399150766381,8.845794776318531,3
545.4350312903065,1.5195256226524612,0
552.3293652706566,4.487767454146417,1
552.5908681350236,19.52546432961609,3
573.6736715539597,7.208554714346233,2
574.2030042393019,0.6829481999490431,0
590.5088348878122,4.105142931511584,1
595.1784307210991,0.6481990060058177,0
595.6242810562532,3.751939082111986,1
603.6088650578286,0.545623225009445,0
603.956396780948,6.068540680307223,2
606.7374624892636,5.222037367591006,2
607.1999737199362,4.572216043600513,1
615.767542577884,1.0529397447106277,0
618.3572346250277,0.7819548996962861,0
622.9316781901225,1.998298717052593,0
625.4756587687317,3.310207417991982,1
629.132704720898,4.925831165573198,1
631.6694002858934,11.766638824511416,3
632.6175280950893,4.016870928080736,1
648.5443750357094,1.0857789913307503,0
669.5672152371108,0.5762490311373606,0
717.3710067718235,4.28245641305895,1
717.7827490383972,6.898637837049051,2
722.5269245115702,12.382119570751545,3
723.7012886528845,0.4307068329133726,0
732.4007865203912,4.469337233915149,1
734.0850880915738,0.06792139568789406,0
741.5954899505933,2.275144774883219,0
742.9278469642798,3.76148260787899,1
744.7443106319155,2.654147450262702,1
754.9203443259969,1.4477984111093867,0
756.1359950767662,12.147956027665387,3
774.3924482944198,2.280760081939902,0
778.6231925870017,11.044296863504748,3
782.1890265115253,14.589329140714401,3
789.5115188398345,1.9914608875082034,0
793.6958026750914,1.0151206472382583,0
803.4449737187443,1.2032533804985244,0
805.5136646231168,3.0507029614740597,1
831.261487447038,8.472225965556145,3
862.552162534063,9.931758137241863,3
865.6297432927228,10.509279348394797,3
873.7943896454175,1.5921666855649677,0
877.4331269333917,3.0325336076812817,1
883.3307395795235,3.9156653892004982,1
886.7984151444545,4.157268758689155,1
902.2871522354607,2.624016647074069,1
911.0389546765712,0.8598756492656104,0
912.2051717434764,4.061844326478446,1
926.0444537365062,3.993271576775811,1
926.1465817038809,2.2917060099025024,0
926.9078396935906,3.929873535318525,1
933.1997860632682,9.033021298896493,3
949.2186576741035,4.659984096173766,1
963.9557772591637,1.9851308500704323,0
967.0930399733152,4.679866118511244,1
969.5195437647594,0.3605408292145561,0
989.9584586729968,2.5036658954316446,1
992.1737688688365,0.0516457596767406,0
1018.4276785412168,7.8586069560775655,3
1034.8300797565314,0.010844200835611783,0
1040.452500207156,7.917349546675584,3
1042.6861968612393,7.6670461560340435,3
1045.4747316507114,3.7611850984541597,1
1051.4549443113315,2.0198927475244384,0
1056.0304569547527,15.89712185102615,3
1065.012860900609,0.1427269033430513,0
1072.691563047876,10.478371410483007,3
1079.7960563579902,3.269173241277748,1
1085.62541241774,9.259975665850519,3
1085.9983189163995,1.996788150505721,0
1111.718198145679,9.564115257937187,3
1132.5453145572485,4.323527573600042,1
1134.4308697262982,6.6454105364069855,2
1134.888644069101,2.4465408674515663,0
1143.1750432704198,1.6653465537833259,0
1147.6466716366756,15.313487264159203,3
1147.8049724478715,12.932981893195743,3
1150.7129875882597,2.1260120476480453,0
1152.3002667526653,3.787116483800642,1
1152.710196140261,2.5403157405206214,1
1154.350318605252,1.1559242955630686,0
1164.1562992334732,0.5684077460488335,0
1167.6019504958633,9.748182948919597,3
1168.2624685299152,3.1647570832283245,1
1179.2727282169567,2.9777734417166015,1
1187.6839319004487,0.36355614553862187,0
1189.3390713729018,1.6828676650338428,0
1197.4984885392414,2.7350464038166535,1
1206.4724624803926,0.4492673292794454,0
1211.5201126260279,0.7075707631569333,0
1212.3040807896646,4.202407256686076,1
1213.994458427664,9.615955539610717,3
1219.221831924657,2.2531503423874257,0
1222.0604602096598,13.272952641106611,3
1263.1463437544242,0.8209872124431297,0
1280.4350011665524,0.3237397169649206,0
1312.0981777405416,3.557096724531599,1
1316.0736061112348,3.710823577356616,1
1350.399374454994,0.7604871483002834,0
1351.9088060280476,18.42385384650091,3
1357.1914992073396,3.047308983719851,1
1371.8870206494419,6.485613329054954,2
1379.9639422788318,16.643042930271204,3
1386.3757919336836,6.748423934517951,2
1390.5398613298341,3.4407174861687615,1
1403.008766116004,15.41475198479512,3
1425.0304792045467,0.8910139203467335,0
1426.9867341776032,20.692942946001608,3
1428.2369024191598,3.419767913075873,1
1433.320567701145,7.007657146456726,2
1437.6674792434828,4.720831099327937,1
1443.2379824458649,1.9235886865742537,0
1446.333009618339,1.1868202472615967,0
1466.1106151669467,9.076923834361482,3
1479.2464251164636,3.7703619943413136,1
1492.5049270208008,8.304124064982474,3
1510.3707270208172,6.885106459087715,2
1531.8097817816615,2.4946505946033417,0
1536.5490996724684,4.649394920325817,1
1538.1947959548402,1.0751877386402917,0
1578.7970365075887,0.4609973680995494,0
1579.984691727265,5.256114971770037,2
1590.2043906506203,0.5926539599875634,0
1591.710227599731,3.8961937234737345,1
1604.3189436251716,3.5581190245515923,1
1608.787237000505,1.029774910651046,0
1626.0941312937298,0.23814008067908818,0
1637.1353725190527,2.1356188724707215,0
1640.7052392406677,0.532972610109158,0
1653.8877734905782,3.11885555343946,1
1665.5978618332986,6.233217523428449,2
1673.8831399375915,1.3425841903463267,0
1678.557773795895,0.5759084568350326,0
1690.5459627799898,7.4370941545937725,2
1695.4261347765585,6.449666943550693,2
1697.6120279341321,1.2762299028464992,0
1706.8456262414227,0.6269689585026202,0
1709.6144320438198,1.8895170756605864,0
1734.031580777847,5.208500235942764,2
1734.4963649333308,8.529328698166854,3
1750.887155687315,2.1373205905337866,0
1751.5756839105707,9.238462654217598,3
1768.2497676349801,2.8719012001546473,1
1785.079938254357,2.2727024554155584,0
1792.194052663895,1.1769685181501088,0
1794.1120100884348,9.24837687528381,3
1809.4615621639743,22.98447842903205,3
1837.7085484754232,0.9706481148159807,0
1851.0085987333591,12.300900771819844,3
1851.3385094717544,8.64666548779901,3
1853.9380981481665,0.41774911838413603,0
1854.0266546607968,2.106017010291919,0
1856.0383726828431,3.7683301543032393,1
1865.8440284200453,3.1507222940493618,1
1903.4931884005998,8.55784682116337,3
1911.688235605938,3.3748864333294217,1
1914.6632794981056,0.7673293653577226,0
1918.2884055683737,2.1861819930471986,0
1922.2046596436403,7.0538111175714295,2
1942.4023633454856,0.24297832528750635,0
1962.1321704332272,23.030274811092664,3
1964.5714495298594,7.817141136243448,3
1970.692256330378,8.27729997973857,3
1992.284895546979,13.086374631845032,3
2030.5690003903435,3.2475396587890115,1
2044.6823174886786,5.902450149475764,2
2045.701686346579,1.8505911490223144,0
2046.9507092707165,10.136725837058883,3
2057.4287824010867,2.2553109545010197,0
2078.7911558685723,6.775970678644921,2
2081.904141764794,8.600957369204602,3
2085.9281945120774,8.452449800598984,3
2090.556900525111,10.284169920630664,3
2102.661587339623,1.2590194790015041,0
2105.437687248785,1.8955007846112266,0
2106.116513417816,1.3586002372719077,0
2112.331189946361,5.63529085032688,2
2116.919656333441,6.818866509535903,2
2118.0703631037413,18.1281732112156,3
2119.6094558630048,6.702742233056728,2
2132.220375497859,8.598031771115648,3
2138.991767823762,9.203501260974788,3
2152.709800912903,0.1366194579649796,0
2172.831992328082,2.4083564681081504,0
2182.058345843022,0.7378167404159316,0
2184.340247870362,0.39639307565482595,0
2212.432466133498,5.008783437315467,2
2225.745116051052,1.6465026908398257,0
2227.220133973784,3.309941359053084,1
2249.6177058815992,9.246925293203502,3
2254.1978587024846,2.033811450777051,0
2254.81387216316,3.383654332528208,1
2266.573516414812,0.8695602802401947,0
2269.313245975507,5.139139728052016,2
2273.045471643274,1.5553391478233114,0
2273.2673873087474,2.551182273537148,1
2296.3138583428877,3.721517012323777,1
2296.812034636241,1.72558859335971,0
2297.774821799842,2.9934986872807223,1
2324.088537813078,0.5493796673571987,0
2328.559014742954,22.122258608538168,3
2336.7449466850358,6.920957151731259,2
2338.61263893726,2.3987126547682958,0
2342.4987244810354,0.3998592888600103,0
2347.4326119867474,6.268167574481881,2
2348.0706656708453,1.0022888235990126,0
2349.0313376545932,0.3882202745306486,0
